[351, 415]
[93, 660]
[-10, 669]
[425, 925]
[285, 725]
[454, 720]
[208, 82]
[118, 563]
[849, 544]
[705, 638]
[772, 266]
[68, 80]
[-45, 408]
[579, 133]
[531, 99]
[43, 481]
[4220, 8221]
[2143, 7994]
[4585, 7463]
[3136, 7916]
[3430, 7835]
[3993, 6596]
[3442, 7423]
[5274, 7042]
[2182, 7727]
[2944, 7443]
[3901, 6662]
[3301, 7241]
[1914, 6194]
[4042, 8308]
[3646, 7343]
[3616, 6619]
[2517, 7449]
[4746, 7849]
[4939, 6876]
[3275, 7039]
[4758, 8135]
[2636, 7160]
[4458, 6573]
[1393, 6956]
[4758, 8294]
[3870, 6380]
[2702, 6865]
[2606, 7529]
[5023, 6947]
[3593, 7221]
[5655, 7241]
[2837, 8156]
[4335, 6387]
[3878, 8561]
[2496, 6721]
[1814, 7574]
[2550, 7241]
[4968, 6118]
[3356, 7188]
[4231, 6821]
[2086, 6520]
[3221, 6874]
[5179, 7437]
[2019, 8090]
[3243, 8719]
[3198, 7084]
[4625, 7699]
[4220, 8663]
[3780, 8073]
[3243, 6501]
[2788, 6738]
[2832, 7814]
[3774, 6631]
[5630, 7724]
[4170, 8893]
[4434, 8172]
[1020, 7974]
[4438, 7828]
[1385, 7761]
[2601, 7101]
[3062, 6339]
[3855, 7512]
[4443, 8204]
[3676, 7456]
[5454, 7975]
[2558, 7712]
[5198, 8016]
[4320, 7338]
[1732, 7530]
[3063, 7632]
[3775, 8464]
[2178, 7697]
[3673, 8373]
[4655, 7820]
[5263, 7584]
[2755, 7123]
[4256, 6369]
[5175, 7688]
[3877, 7445]
[4939, 7859]
[4173, 6850]
[1566, 7670]
[2422, 6903]
[3075, 6554]
[5063, 7490]
[4735, 7744]
[3662, 7239]
[5190, 7168]
[3881, 7887]
[2886, 7560]
[1305, 7683]
[5496, 7830]
[4894, 7508]
[5082, 7711]
[2016, 6718]
[3940, 7054]
[3315, 7735]
[3362, 8317]
[4233, 7261]
[3427, 8102]
[2893, 8219]
[3850, 8563]
[3621, 6726]
[3744, 6688]
[2495, 7780]
[3292, 7496]
[4007, 6954]
[4774, 7495]
[5907, 6886]
[2256, 7342]
[4183, 6900]
[5580, 7552]
[2278, 7897]
[3574, 6292]
[4622, 7253]
[5363, 7802]
[5178, 7989]
[4415, 7935]
[3573, 7157]
[3034, 6960]
[4243, 7761]
[4685, 6688]
[4142, 8646]
[1871, 7028]
[2283, 7591]
[3065, 6708]
[2707, 8252]
[5945, 7081]
[3151, 8685]
[4458, 7955]
[2686, 7769]
[5499, 7982]
[2911, 8461]
[3202, 8559]
[4564, 7747]
[4151, 8578]
[3331, 7710]
[5464, 8658]
[2430, 7189]
[4943, 7235]
[2729, 7560]
[5147, 7118]
[5439, 6599]
[3009, 7415]
[2409, 7389]
[3159, 8069]
[4304, 6288]
[3792, 7527]
[3167, 7126]
[2842, 8193]
[2418, 6866]
[5020, 7923]
[2537, 7774]
[2511, 7754]
[2350, 6933]
[5277, 7415]
[4120, 6749]
[4319, 7114]
[2438, 7246]
[2805, 7371]
[4549, 7381]
[2715, 6230]
[4266, 7421]
[4273, 7622]
[2969, 7688]
[4687, 7501]
[2165, 8148]
[4303, 6775]
[2717, 7745]
[3953, 7509]
[2151, 8651]
[3588, 7952]
[3858, 8466]
[3046, 7156]
[5248, 8199]
[3704, 7990]
[1749, 7805]
[3932, 7701]
[3766, 8297]
[4528, 6999]
[4993, 8149]
[1965, 7131]
[3894, 7577]
[2168, 6577]
[2120, 8183]
[4216, 6758]
[5458, 8218]
[1871, 7727]
[3677, 6425]
[3669, 8500]
[4370, 7797]
[5141, 8079]
[3884, 6590]
[1563, 7196]
[2916, 7805]
[1838, 7362]
[4863, 6684]
[1852, 7941]
[4973, 7573]
[3561, 8433]
[3323, 8252]
[4311, 7693]
[2854, 7846]
[2582, 7546]
[1114, 7977]
[4198, 7895]
[2498, 6775]
[1774, 8041]
[4825, 8056]
[4232, 8003]
[2750, 7057]
[4020, 8107]
[4756, 7094]
[2730, 7190]
[4045, 7406]
[2061, 7609]
[5647, 6654]
[3633, 6852]
[4985, 6818]
[2036, 7212]
[1836, 6973]
[4335, 6895]
[4476, 6020]
[3432, 8265]
[5700, 7576]
[3550, 7496]
[3135, 7972]
[2908, 6494]
[4920, 7260]
[1435, 8016]
[3677, 8012]
[4635, 7608]
[2435, 8571]
[3507, 8352]
[5677, 6236]
[4553, 8140]
[4923, 8527]
[3876, 7193]
[4407, 7179]
[3291, 7323]
[4245, 8745]
[4893, 7580]
[1245, 7694]
[5466, 6665]
[2125, 7444]
[3417, 7661]
[3004, 8535]
[3586, 7855]
[4052, 7918]
[4780, 6677]
[1656, 7584]
[3774, 7859]
[5029, 6809]
[3485, 6759]
[3829, 6680]
[2643, 7003]
[2926, 8013]
[4006, 8376]
[3289, 6995]
[2937, 7275]
[2776, 7183]
[2566, 6710]
[1999, 7844]
[3422, 8022]
[4643, 6685]
[2856, 7558]
[2290, 6514]
[2728, 7406]
[5811, 6851]
[5078, 7128]
[2769, 8469]
[5141, 7015]
[2201, 8170]
[3625, 7617]
[2071, 7742]
[4810, 7788]
[5401, 7416]
[5083, 6641]
[4047, 8238]
[5223, 6634]
[3901, 7791]
[3160, 8805]
[2970, 8054]
[3845, 7759]
[3344, 8549]
[3509, 7285]
[2296, 7691]
[2800, 7344]
[4443, 7458]
[4745, 6731]
[3876, 7701]
[1698, 7603]
[4039, 6941]
[4371, 8305]
[2323, 6566]
[3327, 7277]
[4950, 7268]
[1771, 8148]
[2489, 7330]
[3323, 7118]
[3891, 6838]
[4012, 6827]
[2668, 6665]
[2654, 6937]
[2739, 7825]
[5784, 7616]
[4268, 6700]
[2276, 6994]
[4547, 7508]
[2872, 6761]
[3474, 7449]
[4736, 7252]
[4011, 7958]
[3988, 6991]
[3830, 8899]
[2899, 8256]
[4554, 7083]
[1817, 8755]
[5775, 7067]
[5919, 7511]
[3898, 8273]
[2263, 7982]
[3873, 8759]
[3741, 7478]
[2288, 7345]
[4770, 8219]
[5118, 7303]
[4559, 7900]
[6443, 8306]
[700, 7731]
[4068, 7391]
[2637, 7955]
[2541, 7461]
[5665, 7650]
[1999, 8193]
[1619, 7657]
[4044, 7572]
[3614, 8044]
[2880, 6879]
[2368, 7772]
[1803, 7683]
[2678, 7669]
[2890, 6681]
[5793, 7241]
[5189, 7200]
[2807, 8946]
[3024, 7239]
[3074, 7178]
[3153, 7429]
[5656, 7930]
[4588, 8110]
[4936, 7183]
[3649, 7589]
[3991, 6537]
[1957, 7541]
[2161, 7590]
[3890, 6490]
[4869, 6849]
[6589, 8341]
[3016, 7285]
[3162, 7660]
[3150, 7199]
[4073, 7615]
[2618, 6638]
[3678, 7351]
[4925, 8268]
[4213, 7405]
[2254, 6643]
[6330, 7268]
[2561, 7139]
[4498, 8954]
[2890, 7674]
[3244, 7122]
[3347, 6343]
[3321, 8057]
[3466, 6780]
[4915, 7341]
[4467, 8339]
[1401, 7802]
[838, 8431]
[3459, 8032]
[3097, 6920]
[4088, 6794]
[4088, 7334]
[2022, 7736]
[3476, 6984]
[4724, 6916]
[3928, 7456]
[4833, 7108]
[4428, 6955]
[3863, 7047]
[5156, 7225]
[515, 8236]
[5424, 6741]
[1582, 6841]
[3202, 6916]
[4660, 7557]
[2589, 7040]
[4022, 8163]
[4667, 8661]
[3145, 7870]
[2723, 7023]
[4665, 6914]
[3356, 7236]
[5636, 6979]
[4552, 6844]
[4617, 7569]
[2228, 7061]
[5079, 6699]
[1577, 7983]
[3518, 7689]
[2788, 7918]
[3333, 8762]
[1937, 7055]
[4210, 7445]
[4273, 8531]
[5493, 7302]
[4915, 6896]
[5384, 7235]
[3778, 7564]
[2928, 8593]
[3131, 6820]
[2116, 7861]
[2931, 6948]
[3746, 8355]
[2518, 7811]
[3399, 7914]
[3734, 8029]
[1438, 7451]
[2267, 6918]
[4519, 7922]
[3582, 8080]
[4461, 7495]
[3048, 8747]
[6025, 7385]
[4194, 8293]
[4760, 7175]
[3746, 7879]
[5237, 7164]
[1894, 7287]
[4676, 7244]
[3444, 8065]
[5221, 7662]
[5693, 6842]
[4315, 8265]
[2555, 8203]
[4851, 8473]
[4361, 6707]
[3768, 6793]
[2979, 6859]
[2829, 8132]
[4499, 7602]
[2401, 7501]
[3438, 6868]
[2643, 6379]
[3202, 7707]
[2529, 7914]
[2771, 7956]
[3153, 7093]
[2909, 7629]
[1820, 8037]
[2981, 7710]
[6115, 7046]
[2779, 6221]
[1298, 7850]
[4755, 6492]
[2822, 6639]
[6072, 7616]
[2069, 7687]
[3770, 6891]
[2129, 6914]
[4620, 7117]
[4269, 8351]
[3853, 6864]
[2425, 6609]
[3458, 6892]
[4367, 7139]
[2886, 6258]
[4935, 7996]
[4516, 8208]
[4039, 8202]
[1591, 7872]
[4473, 7353]
[3705, 7008]
[5740, 7539]
[3920, 6549]
[2175, 8372]
[3843, 6603]
[2172, 7546]
[4815, 7317]
[3780, 6519]
[5367, 8386]
[3692, 7231]
[2999, 8463]
[3957, 7666]
[5479, 8424]
[4792, 6880]
[5153, 7275]
[3185, 8290]
[3104, 7575]
[3908, 6944]
[4166, 6936]
[1806, 6997]
[4794, 7555]
[1884, 7563]
[2454, 6732]
[3012, 7692]
[3357, 8206]
[2570, 6482]
[3575, 6770]
[5623, 7457]
[5634, 7632]
[4044, 6864]
[2659, 7568]
[4530, 8541]
[1926, 6536]
[3322, 8533]
[4153, 6662]
[3612, 6828]
[1638, 7685]
[3696, 6488]
[3123, 8106]
[2179, 6673]
[1914, 7340]
[3568, 8298]
[3341, 7590]
[3744, 6481]
[2919, 6124]
[3345, 8106]
[2217, 7283]
[2308, 7433]
[1320, 7528]
[4804, 7750]
[3406, 8277]
[3623, 7678]
[2112, 6884]
[1616, 7078]
[4098, 6870]
[4621, 7638]
[3493, 8568]
[5436, 9005]
[2281, 8524]
[3857, 8099]
[3411, 7777]
[5596, 8258]
[2717, 6760]
[4262, 6916]
[4097, 8338]
[2497, 7055]
[4592, 7312]
[3379, 7741]
[3434, 7861]
[5881, 7212]
[3944, 7296]
[2393, 7235]
[3656, 7528]
[2363, 7514]
[5592, 7219]
[3109, 7991]
[5038, 8049]
[2848, 6244]
[2514, 8262]
[6016, 7411]
[3385, 8203]
[1292, 7236]
[4545, 7164]
[4601, 7022]
[3985, 6294]
[4884, 7537]
[5691, 7837]
[3198, 6886]
[2986, 8189]
[3038, 8020]
[4150, 6821]
[1849, 8232]
[3262, 7905]
[1356, 7832]
[3815, 6948]
[2888, 8070]
[3543, 8120]
[2498, 7921]
[5364, 7155]
[2626, 8012]
[5103, 7895]
[4105, 7153]
[2817, 6738]
[4847, 6978]
[1372, 7466]
[4920, 6549]
[1104, 7332]
[2819, 7722]
[2486, 7129]
[5039, 7520]
[1794, 6971]
[4412, 7962]
[4666, 7286]
[3478, 7534]
[3236, 6169]
[2823, 6689]
[5301, 8340]
[4383, 6424]
[2489, 7625]
[2669, 7473]
[3257, 6712]
[4216, 7826]
[2149, 7516]
[4683, 7375]
[3763, 6348]
[5229, 7228]
[3987, 7131]
[2490, 7805]
[3462, 6299]
[4965, 7794]
[3296, 7904]
[2321, 7008]
[6569, 8055]
[4480, 6315]
[1907, 6885]
[2531, 7397]
[5305, 7703]
[1398, 6696]
[2727, 7978]
[2427, 7753]
[4686, 7087]
[2665, 7159]
[2833, 6489]
[2934, 8051]
[2195, 7254]
[5276, 7683]
[3876, 8500]
[2422, 8434]
[2471, 8196]
[2400, 7545]
[4706, 7442]
[3690, 6921]
[4393, 7252]
[4008, 7456]
[3673, 7027]
[3659, 6547]
[3555, 7113]
[1514, 8147]
[5358, 7473]
[1899, 6946]
[3501, 7714]
[2588, 7434]
[2363, 8150]
[3271, 7339]
[1969, 7076]
[4207, 7750]
[4048, 6974]
[2799, 6910]
[4368, 8132]
[1643, 6866]
[2911, 7529]
[3871, 7338]
[2068, 7459]
[4823, 6734]
[3351, 7402]
[3616, 7274]
[3649, 7899]
[3308, 7947]
[2310, 8716]
[2276, 7050]
[6129, 7365]
[3952, 6979]
[3053, 7784]
[3583, 8015]
[4460, 7280]
[3911, 6737]
[3938, 8306]
[2749, 7425]
[1499, 8185]
[3491, 7394]
[2389, 7742]
[3618, 8304]
[3143, 6636]
[1935, 7354]
[2023, 7451]
[2934, 8099]
[2596, 7383]
[2904, 7601]
[4064, 8670]
[2013, 6779]
[2962, 7664]
[4208, 7611]
[3041, 7833]
[4132, 7272]
[3112, 7382]
[4450, 7325]
[2706, 6933]
[3189, 8171]
[4854, 8678]
[2999, 6621]
[2616, 7019]
[3168, 6846]
[4476, 7814]
[4416, 7094]
[4383, 7908]
[4209, 7701]
[2569, 6684]
[2670, 7364]
[3240, 7463]
[4131, 6380]
[3142, 6085]
[3820, 7153]
[3324, 8279]
[5617, 8306]
[1859, 6631]
[3977, 7308]
[4474, 8448]
[3144, 8042]
[3003, 7211]
[4010, 6702]
[4209, 7666]
[1777, 7221]
[3474, 6612]
[4194, 6560]
[3163, 7223]
[4389, 7278]
[1139, 7220]
[3755, 6815]
[2989, 7661]
[2924, 7362]
[4268, 7453]
[3136, 8007]
[3245, 6992]
[3167, 7397]
[3060, 8004]
[5133, 8188]
[3996, 8188]
[3773, 7506]
[6035, 7582]
[5672, 7425]
[5009, 7691]
[3426, 7044]
[3400, 6804]
[3963, 8183]
[3050, 8210]
[1719, 7553]
[3743, 6603]
[3236, 6963]
[3892, 7140]
[2925, 6885]
[1481, 6763]
[2459, 7788]
[2779, 6781]
[4082, 6510]
[4146, 8417]
[3406, 8353]
[4442, 6841]
[4860, 7589]
[4963, 7841]
[3949, 7808]
[4085, 8104]
[4506, 7188]
[1442, 7930]
[5348, 7500]
[6076, 7762]
[5062, 7869]
[2157, 7441]
[5413, 7194]
[4004, 6446]
[2454, 7286]
[4928, 7761]
[4281, 7033]
[2619, 6799]
[4360, 7524]
[1820, 7018]
[5332, 7662]
[2617, 7687]
[1808, 7599]
[2820, 8654]
[5402, 7507]
[3702, 7808]
[2568, 7362]
[1698, 7169]
[2488, 8403]
[3927, 7667]
[3484, 7474]
[3666, 5965]
[4971, 7528]
[4140, 7956]
[4104, 6981]
[6159, 7933]
[3601, 7805]
[1784, 8527]
[4523, 7777]
[1161, 7018]
[3707, 7573]
[2036, 8433]
[2668, 6883]
[4639, 7671]
[3607, 7644]
[3042, 6407]
[3326, 7570]
[1675, 7775]
[2003, 6530]
[2284, 6966]
[1204, 7294]
[2738, 7913]
[5239, 8242]
[3770, 7723]
[3568, 7530]
[3236, 7886]
[5290, 6693]
[2239, 6762]
[2284, 7186]
[4276, 8219]
[2691, 7420]
[4631, 8461]
[1528, 6756]
[2764, 6429]
[6250, 8045]
[5464, 7142]
[1948, 7104]
[2737, 8176]
[4583, 7185]
[2426, 8234]
[3036, 8663]
[5849, 7300]
[3437, 7558]
[5281, 9436]
[2221, 7805]
[2770, 7478]
[2056, 7272]
[2981, 7896]
[3093, 6749]
[4638, 7171]
[4876, 8038]
[2368, 8632]
[4484, 7515]
[2655, 7651]
[4284, 7729]
[1852, 7544]
[3981, 8223]
[3028, 7308]
[2343, 8132]
[2881, 7020]
[3378, 7965]
[3172, 7324]
[3478, 7662]
[4807, 7630]
[3867, 7934]
[5383, 7377]
[5434, 7660]
[4059, 8330]
[3433, 7225]
[3257, 6616]
[2597, 7229]
[3886, 7316]
[4269, 7356]
[2987, 7393]
[1529, 7386]
[4237, 7730]
[4845, 7804]
[3320, 8658]
[3354, 8479]
[6317, 7925]
[3351, 7144]
[2958, 6525]
[4673, 6414]
[2721, 6643]
[3975, 7811]
[5040, 7403]
[4841, 7939]
[4697, 6718]
[2852, 7524]
[3653, 8062]
[4410, 7655]
[4878, 7891]
[3696, 6450]
[3574, 7914]
[4345, 7501]
[3226, 8154]
[3975, 8139]
[4919, 7316]
[1818, 6434]
[2710, 8019]
[3090, 8535]
[2592, 7201]
[5346, 6894]
[6485, 8273]
[4438, 7257]
[5795, 6387]
[2470, 7831]
[3479, 7061]
[4021, 6985]
[4445, 7605]
[3342, 7764]
[3388, 6952]
[4507, 7746]
[3801, 8281]
[5353, 8914]
[4404, 7583]
[2175, 7380]
[2535, 7573]
[5092, 7688]
[3526, 7086]
[4832, 8701]
[4512, 7067]
[4317, 7745]
[5898, 7495]
[4025, 6654]
[2154, 7733]
[4231, 7302]
[5421, 7801]
[2597, 7756]
[3645, 7640]
[5114, 7845]
[4536, 7431]
[4105, 8420]
[4119, 6413]
[4494, 7953]
[2431, 6800]
[5172, 7931]
[3993, 7370]
[3515, 8875]
[4389, 7748]
[2190, 6561]
[2719, 8132]
[3354, 6872]
[2609, 6752]
[4929, 8145]
[2386, 7810]
[598, 8182]
[4635, 8065]
[3290, 7470]
[4242, 8346]
[1849, 6720]
[2179, 7635]
[288, 7159]
[4867, 7371]
[4252, 8381]
[1849, 8498]
[3567, 7833]
[3869, 7540]
[5256, 8032]
[2380, 7438]
[4183, 7285]
[2452, 7149]
[3419, 7706]
[1499, 7020]
[3559, 6523]
[3616, 9339]
[3937, 7395]
[5211, 8261]
[4389, 8415]
[4916, 7811]
[6968, 7952]
[4371, 7567]
[3709, 6776]
[3224, 7137]
[2332, 6658]
[3353, 6690]
[2618, 8282]
[4134, 7566]
[2666, 7223]
[3893, 8186]
[4704, 8245]
[4262, 7963]
[1272, 6976]
[4910, 7417]
[3845, 7157]
[5334, 7409]
[4236, 7432]
[4645, 7396]
[2262, 7650]
[4857, 7728]
[3881, 7497]
[2756, 8327]
[3293, 7762]
[4399, 8355]
[2371, 7573]
[5082, 6741]
[2413, 7263]
[4293, 8497]
[2479, 6438]
[3021, 7665]
[4702, 7521]
[4454, 7118]
[2852, 8059]
[4116, 6513]
[4191, 8037]
[1743, 7279]
[5561, 6666]
[2793, 7578]
[3441, 9086]
[4297, 6931]
[3136, 6685]
[3872, 6655]
[3713, 8767]
[5361, 7975]
[3742, 8190]
[2479, 7983]
[3125, 8249]
[4470, 6785]
[4800, 8050]
[1927, 7174]
[3785, 8593]
[3312, 6943]
[5068, 6408]
[4954, 7753]
[3422, 8047]
[5024, 7600]
[2731, 8637]
[5595, 6343]
[316, 7766]
[3206, 7899]
[2316, 8050]
[4215, 7481]
[5122, 6961]
[3157, 6881]
[4830, 8432]
[2296, 7220]
[5723, 6694]
[5135, 8315]
[1177, 7086]
[5428, 7417]
[3165, 7456]
[3283, 8347]
[2204, 7524]
[4928, 7111]
[3512, 7109]
[4211, 8060]
[4088, 7495]
[2018, 7299]
[3887, 7277]
[3075, 8087]
[3512, 8296]
[5390, 6652]
[1767, 6544]
[4269, 8131]
[4775, 7342]
[2388, 7717]
[4684, 8560]
[4326, 7587]
[2767, 6979]
[4278, 6999]
[1456, 6751]
[2679, 8383]
[5238, 7192]
[4653, 8097]
[4035, 7606]
[3030, 8393]
[1546, 7564]
[5319, 7438]
[2204, 7850]
[3086, 7388]
[3665, 8143]
[4425, 6905]
[2931, 7750]
[3474, 8231]
[4134, 7627]
[3100, 7277]
[3924, 7522]
[3545, 7451]
[3274, 7171]
[3807, 7403]
[3647, 7710]
[5358, 7184]
[3734, 7956]
[1898, 7947]
[1208, 7885]
[3094, 7813]
[3869, 8858]
[3293, 8801]
[5022, 7445]
[3196, 8353]
[4619, 7473]
[4040, 7486]
[3663, 8218]
[5939, 7814]
[3070, 7866]
[3102, 7132]
[3731, 8971]
[1482, 7705]
[1659, 8194]
[1824, 8424]
[3046, 8266]
[3144, 6561]
[1809, 7931]
[3811, 7830]
[4729, 6511]
[1669, 8014]
[2169, 7201]
[4693, 6974]
[3623, 6967]
[2273, 8170]
[2495, 7495]
[3295, 6752]
[4252, 6783]
[2735, 6903]
[2913, 7713]
[2511, 6958]
[5225, 7994]
[5559, 8063]
[3336, 7834]
[2862, 8284]
[3449, 7796]
[2590, 7964]
[2865, 7328]
[2741, 8261]
[3418, 6848]
[3286, 8181]
[5895, 7374]
[3433, 7746]
[1341, 7742]
[4902, 7031]
[3442, 7662]
[2620, 7433]
[4753, 7306]
[5494, 7159]
[466, 7886]
[3645, 8534]
[3048, 7701]
[1952, 7472]
[2597, 8433]
[5140, 6856]
[2963, 6743]
[3022, 6522]
[2562, 7177]
[3901, 6870]
[4516, 7966]
[5214, 8090]
[3334, 7040]
[4462, 7782]
[4973, 6983]
[5221, 8149]
[5930, 7924]
[958, 7657]
[3360, 7014]
[3928, 7363]
[4059, 7298]
[4339, 7013]
[4751, 7449]
[1104, 6856]
[5589, 7311]
[3949, 7133]
[2365, 7122]
[1210, 7322]
[1685, 7988]
[2396, 8544]
[3046, 7891]
[3819, 7268]
[3638, 7551]
[2553, 6947]
[2144, 6621]
[3766, 7930]
[5004, 7427]
[2900, 7889]
[4175, 8109]
[4374, 6651]
[5169, 7870]
[4742, 8474]
[2303, 8290]
[3192, 8442]
[2428, 7947]
[1519, 7215]
[4846, 7561]
[2236, 7173]
[5736, 7379]
[3930, 5860]
[4020, 6899]
[5837, 7260]
[2859, 7065]
[3372, 7460]
[5756, 8304]
[5159, 7361]
[4486, 8265]
[3973, 7700]
[1656, 7311]
[625, 7705]
[2337, 7236]
[2881, 6970]
[3791, 6815]
[3256, 7671]
[3456, 7469]
[3209, 7157]
[4203, 8707]
[1912, 7097]
[2212, 6621]
[2941, 6913]
[3217, 8081]
[2956, 7038]
[4168, 7033]
[2991, 6814]
[3968, 8375]
[3903, 7452]
[5321, 6951]
[5412, 7978]
[4324, 6967]
[2480, 8515]
[2522, 7070]
[2667, 6774]
[5451, 7724]
[2846, 7105]
[2116, 7934]
[4706, 6822]
[2329, 7291]
[3873, 7218]
[2746, 7878]
[3633, 8002]
[1741, 6915]
[4223, 6378]
[1963, 7371]
[3424, 6890]
[7514, 3121]
[7585, 2895]
[7600, 3979]
[6820, 4059]
[7210, 4129]
[6877, 3347]
[6553, 3318]
[8676, 2954]
[7765, 3953]
[7839, 4003]
[6679, 3390]
[6867, 2718]
[6551, 3508]
[8408, 3535]
[8436, 3655]
[6615, 3414]
[8734, 3640]
[7822, 3676]
[8233, 3261]
[7787, 3092]
[6563, 3453]
[8047, 4009]
[6368, 2876]
[6626, 3864]
[8276, 3576]
[7320, 2966]
[6256, 3630]
[6433, 3016]
[8188, 3617]
[7601, 3209]
[8354, 3452]
[7503, 2806]
[7721, 2735]
[6912, 3296]
[7992, 4033]
[7974, 3903]
[8785, 4035]
[6827, 3234]
[8607, 3792]
[6943, 4167]
[8266, 3445]
[7081, 3133]
[6462, 3444]
[8264, 3220]
[8618, 3688]
[7724, 2957]
[8443, 3213]
[7158, 3349]
[6452, 3480]
[6645, 3001]
[7288, 4252]
[6988, 2950]
[7685, 3134]
[7288, 4023]
[6826, 4093]
[7940, 2554]
[7568, 3105]
[6895, 3528]
[6450, 3812]
[6919, 3535]
[7050, 3810]
[6881, 2682]
[8262, 2979]
[8005, 3182]
[7887, 4021]
[7052, 2993]
[7878, 3945]
[6790, 3309]
[7898, 2891]
[7296, 3363]
[6800, 4116]
[8820, 3847]
[7237, 3750]
[6500, 3891]
[7746, 3078]
[8253, 3650]
[7335, 4092]
[8015, 3853]
[7089, 3860]
[8149, 3577]
[7493, 4076]
[7983, 3226]
[7026, 3361]
[8261, 3277]
[8334, 3828]
[6707, 3713]
[8387, 3761]
[8712, 3147]
[6505, 3528]
[7935, 2741]
[6440, 3281]
[6085, 3416]
[8239, 3831]
[9538, 3544]
[6449, 4014]
[7324, 2833]
[7227, 4010]
[7513, 2777]
[6593, 2855]
[8120, 3933]
[8334, 3426]
[8596, 3119]
[7746, 4119]
[8639, 2760]
[6421, 3645]
[7750, 2976]
[7349, 4186]
[8236, 3456]
[8232, 3507]
[6904, 3594]
[6708, 2348]
[8062, 2997]
[6819, 3645]
[7452, 4207]
[8565, 3522]
[8433, 3364]
[8487, 3390]
[8025, 3503]
[8535, 3406]
[7123, 3752]
[7595, 4418]
[8516, 4136]
[7929, 3805]
[7357, 4044]
[8349, 3860]
[6871, 4031]
[7076, 4137]
[6880, 3176]
[8528, 3266]
[8659, 3826]
[7518, 4042]
[8229, 4393]
[6828, 3565]
[6621, 3893]
[8307, 4111]
[7714, 2767]
[8041, 4065]
[6915, 3372]
[6031, 3430]
[6496, 3383]
[8620, 4089]
[8135, 3297]
[7534, 2896]
[7811, 2727]
[7221, 2914]
[6589, 4095]
[6763, 3235]
[7953, 3244]
[8183, 3669]
[8681, 3354]
[6494, 3036]
[7939, 3024]
[6492, 4025]
[7338, 4232]
[7111, 4343]
[6237, 3316]
[7780, 3811]
[7145, 4058]
[6339, 4080]
[6412, 3481]
[7996, 2896]
[6526, 3998]
[7188, 4005]
[8454, 2903]
[6307, 3498]
[8123, 3906]
[6403, 3756]
[6859, 3366]
[8003, 3306]
[6972, 2995]
[8069, 3710]
[8026, 3972]
[8094, 3874]
[8640, 3898]
[7535, 3973]
[7887, 2678]
[8400, 3617]
[8119, 2832]
[7440, 2892]
[8222, 3295]
[8268, 3918]
[7047, 3996]
[7761, 2866]
[7778, 3116]
[7133, 3799]
[6808, 3109]
[7241, 3105]
[6511, 3977]
[7939, 3741]
[6780, 3626]
[8037, 3822]
[6816, 3761]
[6526, 3150]
[6324, 3705]
[6942, 3722]
[8679, 3627]
[7492, 3964]
[6489, 3550]
[7994, 3034]
[7408, 3972]
[6860, 2940]
[6977, 4289]
[6835, 3989]
[8548, 3166]
[7851, 3159]
[7287, 3866]
[6595, 3386]
[8452, 3901]
[6716, 3374]
[8293, 2974]
[7912, 3698]
[6494, 3493]
[6471, 3323]
[8235, 3129]
[6562, 3210]
[7728, 2799]
[6699, 3667]
[7283, 3919]
[8621, 3393]
[8215, 3673]
[6998, 4183]
[8300, 3721]
[8045, 2678]
[7307, 3024]
[7832, 3930]
[7560, 3998]
[6822, 3597]
[7588, 3930]
[7690, 4059]
[8580, 3677]
[7215, 3966]
[6807, 3895]
[6555, 4768]
[7235, 2712]
[7399, 3881]
[6218, 3727]
[6489, 3438]
[6709, 3913]
[6810, 3956]
[6646, 4353]
[6847, 4215]
[7563, 3885]
[6658, 4037]
[7102, 2514]
[7490, 3107]
[6913, 3263]
[8267, 3418]
[6398, 3228]
[6652, 2893]
[7296, 2866]
[6615, 3176]
[6901, 3031]
[6931, 3400]
[7068, 2861]
[7174, 4115]
[7224, 3253]
[6322, 3478]
[7373, 4099]
[6444, 3545]
[8036, 2869]
[7702, 4229]
[7981, 3789]
[6177, 3382]
[8163, 3778]
[6882, 3630]
[7703, 3766]
[8278, 4014]
[8491, 3566]
[7547, 3059]
[6952, 4124]
[7309, 4119]
[6715, 3403]
[8249, 3185]
[8837, 3418]
[7671, 2787]
[8192, 2850]
[8180, 3898]
[7937, 3341]
[7525, 2842]
[6920, 3956]
[8306, 3915]
[7904, 3726]
[8007, 3776]
[6792, 3651]
[6159, 3624]
[7163, 4085]
[6779, 2934]
[8560, 3655]
[6825, 3431]
[6811, 4023]
[8400, 3902]
[8025, 3946]
[6391, 2912]
[8252, 2388]
[8058, 3770]
[6351, 3448]
[6802, 4146]
[6862, 3122]
[6779, 3265]
[8380, 3720]
[7808, 4201]
[8194, 3983]
[6851, 3743]
[8810, 3250]
[7922, 3235]
[7821, 4243]
[8606, 3553]
[8863, 3467]
[8701, 3609]
[6663, 3805]
[6648, 3762]
[8346, 3535]
[8003, 3065]
[7333, 4350]
[6833, 3129]
[7653, 2668]
[8180, 3347]
[8108, 3813]
[7258, 3137]
[8147, 3355]
[7454, 2817]
[8090, 2620]
[7452, 4240]
[8265, 4271]
[8308, 3866]
[6784, 3776]
